tile,year,class,area
3061.0,1985,33,603.4447070480732
3062.0,1985,3,26273.110482275843
3062.0,1985,12,41.398321465271
3062.0,1985,15,102.40649919012463
3062.0,1985,24,2.7097953979492204
3062.0,1985,33,1045.2236498018665
3063.0,1985,3,27146.042461020257
3063.0,1985,12,9.277115016784666
3063.0,1985,15,24.825379583618197
3063.0,1985,33,240.2849616922598
3064.0,1985,3,27126.73887059687
3064.0,1985,12,4.310959537841796
3064.0,1985,15,81.46398406256107
3064.0,1985,33,144.43642925915222
3065.0,1985,3,27016.0434274442
3065.0,1985,12,14.17192815777588
3065.0,1985,15,74.47037623577788
3065.0,1985,24,1.7532005107421955
3065.0,1985,33,170.69790278652513
3066.0,1985,3,27007.48955069193
3066.0,1985,12,8.036009195495607
3066.0,1985,15,104.41382594738712
3066.0,1985,24,0.4524242565307612
3066.0,1985,33,58.79983698046903
3067.0,1985,3,26330.693727677484
3067.0,1985,12,1.9305851112670884
3067.0,1985,15,132.3301852213734
3067.0,1985,33,36.99419280743411
3068.0,1985,3,2013.6965768503803
3068.0,1985,12,0.1431440996704101
3068.0,1985,15,13.07195597863778
3068.0,1985,33,4.884990179138196
4059.0,1985,3,17240.850231447203
4059.0,1985,12,40.13475761669928
4059.0,1985,15,15.936890597656248
4059.0,1985,33,88.25182545581052
4060.0,1985,3,24201.53807483717
4060.0,1985,12,44.24796324908437
4060.0,1985,15,31.825503601379264
4060.0,1985,33,153.5691825670152
4061.0,1985,3,12588.571561448687
4061.0,1985,12,12.853184048339845
4061.0,1985,15,4.354628179504393
4061.0,1985,33,199.6587773518625
4062.0,1985,3,10785.897031388098
4062.0,1985,12,12.756103498718272
4062.0,1985,15,20.44290144921872
4062.0,1985,33,220.4561289004543
4063.0,1985,3,19051.680677005937
4063.0,1985,12,12.928396033020006
4063.0,1985,15,99.1785206893926
4063.0,1985,24,2.9717177005615345
4063.0,1985,33,540.6950455592055
4064.0,1985,3,27233.883551586496
4064.0,1985,12,1.8725482263183597
4064.0,1985,15,49.07211182409576
4064.0,1985,33,73.0379776956787
4065.0,1985,3,26933.31630034745
4065.0,1985,12,18.19929173394778
4065.0,1985,15,96.92166069348188
4065.0,1985,24,0.0204263389892578
4065.0,1985,33,229.0773165912476
4066.0,1985,3,26783.964957561213
4066.0,1985,12,4.536292632202148
4066.0,1985,15,250.53135860174987
4066.0,1985,24,2.8360394545898417
4066.0,1985,33,65.62809073968492
4067.0,1985,3,8955.041885570086
4067.0,1985,12,3.867941987182622
4067.0,1985,15,32.1271585532837
4067.0,1985,33,13.005297675354026
5059.0,1985,3,1095.8256280568326
5059.0,1985,12,0.5862127524414068
5059.0,1985,15,0.2028656949462888
5059.0,1985,33,4.093152283630362
5060.0,1985,3,782.9303693060148
5060.0,1985,12,0.714253594421387
5060.0,1985,15,0.2306416185913083
5060.0,1985,33,1.4839324128417954
5063.0,1985,3,9032.355052876572
5063.0,1985,12,0.065917119934082
5063.0,1985,15,3.366575658081058
5063.0,1985,33,124.13579108557173
5064.0,1985,3,27273.68194176644
5064.0,1985,12,1.5047414822998046
5064.0,1985,15,4.063825191040038
5064.0,1985,33,54.931777103698856
5065.0,1985,3,26721.59282679416
5065.0,1985,12,14.8123742640381
5065.0,1985,15,463.73969954416856
5065.0,1985,24,0.720563004760742
5065.0,1985,33,76.54204363128777
5066.0,1985,3,23536.3087132196
5066.0,1985,12,7.907044305358885
5066.0,1985,15,129.29812544293137
5066.0,1985,33,35.96789521600328
5067.0,1985,3,1252.45529740325
5067.0,1985,12,0.0502890557250976
5067.0,1985,15,1.3231833328857423
5067.0,1985,33,0.131445448059082
6063.0,1985,3,181.5188926230857
6063.0,1985,12,0.261809059814453
6063.0,1985,15,0.5378583267211909
6063.0,1985,33,4.126832357971194
6064.0,1985,3,4771.2607637291785
6064.0,1985,12,1.1560552438964862
6064.0,1985,15,1.4617559556274426
6064.0,1985,33,10.925620435302728
6065.0,1985,3,11212.128744721242
6065.0,1985,12,0.0638481176757812
6065.0,1985,15,18.328642788635285
6065.0,1985,33,5.944382789428703
6066.0,1985,3,1232.1733300444753
6066.0,1985,15,1.887848977905276
6066.0,1985,33,1.1597285763549816
220062.0,1985,3,12912.98396131846
220062.0,1985,4,5005.757849628167
220062.0,1985,5,977.786764554568
220062.0,1985,12,891.2221070568252
220062.0,1985,15,572.160453649485
220062.0,1985,23,847.0154772216567
220062.0,1985,24,43.04623396899354
220062.0,1985,25,27.91410238220216
220062.0,1985,32,79.51727836004596
220062.0,1985,33,1398.4850214958062
220062.0,1985,41,0.0008928800659179688
220063.0,1985,3,18450.6042484064
220063.0,1985,4,6485.901341354876
220063.0,1985,12,455.8682349653877
220063.0,1985,15,1833.663024041976
220063.0,1985,24,26.60588700097644
220063.0,1985,25,152.59448513561915
220063.0,1985,33,16.855418352966307
221061.0,1985,3,6295.560677172581
221061.0,1985,4,0.0044665322265625
221061.0,1985,5,1654.6019677203735
221061.0,1985,12,185.3823559676512
221061.0,1985,15,333.0551303179324
221061.0,1985,23,20.820496770874023
221061.0,1985,24,0.4324024848022458
221061.0,1985,32,78.3911875756237
221061.0,1985,33,681.1425030004831
221062.0,1985,3,13796.950371566249
221062.0,1985,4,76.43691113183591
221062.0,1985,5,981.8728510629768
221062.0,1985,12,3382.8092626547977
221062.0,1985,15,6585.006228000057
221062.0,1985,23,2.7404326430664026
221062.0,1985,24,41.11811735424798
221062.0,1985,25,0.4372484176025395
221062.0,1985,32,82.21938870294301
221062.0,1985,33,2148.3038918887587
221063.0,1985,3,19170.48782742316
221063.0,1985,4,341.1843755526676
221063.0,1985,12,186.21882807098328
221063.0,1985,15,7326.518102451536
221063.0,1985,24,18.54136671112065
221063.0,1985,25,4.665082607788092
221063.0,1985,33,372.9798384333654
221064.0,1985,3,13756.146617961493
221064.0,1985,4,8967.547383623538
221064.0,1985,12,3252.991339172845
221064.0,1985,15,1336.852688350976
221064.0,1985,24,7.874348888122584
221064.0,1985,25,29.43006935314944
221064.0,1985,33,6.964450531799317
222061.0,1985,3,14761.033270846205
222061.0,1985,5,1906.111488779024
222061.0,1985,12,282.6020228734112
222061.0,1985,15,4697.187407090124
222061.0,1985,23,6.87188700396728
222061.0,1985,24,1.1948392785644533
222061.0,1985,30,0.296727658874512
222061.0,1985,32,13.856792139892598
222061.0,1985,33,415.094850016294
222061.0,1985,41,0.0008938779296875
222062.0,1985,3,22080.323017850387
222062.0,1985,4,3.886046040405277
222062.0,1985,12,6.927414723449711
222062.0,1985,15,5321.165647741252
222062.0,1985,24,0.5848653449707033
222062.0,1985,25,0.0509186231689453
222062.0,1985,30,0.3564220390625005
222062.0,1985,33,51.31255487231435
222062.0,1985,41,0.0330435233764648
222063.0,1985,3,21652.521210498177
222063.0,1985,4,12.436446905090326
222063.0,1985,12,28.4927783725586
222063.0,1985,15,5712.270453022774
222063.0,1985,24,7.786770031982406
222063.0,1985,33,7.992538682495103
222064.0,1985,3,14136.76735616809
222064.0,1985,4,7894.962934636009
222064.0,1985,12,407.7026587830896
222064.0,1985,15,4653.433314119123
222064.0,1985,24,30.82250499365204
222064.0,1985,25,69.86191869451922
222064.0,1985,33,165.10981230737426
222064.0,1985,41,0.1671138249511717
222065.0,1985,3,6024.194864873594
222065.0,1985,4,14326.11415158508
222065.0,1985,12,3689.695408149335
222065.0,1985,15,2581.7377273403963
222065.0,1985,24,8.892571281128
222065.0,1985,25,285.10507369647706
222065.0,1985,33,166.43400275524843
222065.0,1985,41,195.9144607134413
222066.0,1985,3,4363.133348530968
222066.0,1985,4,17108.162941550498
222066.0,1985,12,2958.805776261612
222066.0,1985,15,2404.3491441475944
222066.0,1985,20,0.8615791245117222
222066.0,1985,24,6.929799301086455
222066.0,1985,25,143.74924232434194
222066.0,1985,33,118.51844998339844
222066.0,1985,41,75.2603826879896
223060.0,1985,3,524.1112050082974
223060.0,1985,5,580.4246341407322
223060.0,1985,12,105.45651229437397
223060.0,1985,15,171.71117302916957
223060.0,1985,23,7.336456188903817
223060.0,1985,24,9.842019675048949
223060.0,1985,25,0.0134086901245117
223060.0,1985,32,3.560482494812017
223060.0,1985,33,704.3839820223538
223061.0,1985,3,19477.699875124104
223061.0,1985,5,397.78519612577605
223061.0,1985,9,0.2796241704101559
223061.0,1985,12,100.6752977205198
223061.0,1985,15,4428.753380109774
223061.0,1985,23,0.7437099136962891
223061.0,1985,24,187.1448218728069
223061.0,1985,25,29.831744018676652
223061.0,1985,32,0.7534699156494145
223061.0,1985,33,2866.078837725221
223061.0,1985,41,0.15195413671875
223062.0,1985,3,23533.74632521479
223062.0,1985,9,19.470040900390767
223062.0,1985,12,79.34930209655798
223062.0,1985,15,3693.629585492291
223062.0,1985,24,3.646580010681141
223062.0,1985,30,5.242458970642096
223062.0,1985,33,128.81290725396823
223063.0,1985,3,21691.857306132995
223063.0,1985,4,0.0650049611816406
223063.0,1985,12,4.261019276611324
223063.0,1985,15,5658.251875676144
223063.0,1985,24,9.8326346419067
223063.0,1985,33,57.9555843539424
223064.0,1985,3,19567.56449141537
223064.0,1985,4,361.6448078466718
223064.0,1985,12,90.29042023693805
223064.0,1985,15,6640.581324789373
223064.0,1985,24,26.97890884698485
223064.0,1985,25,0.3434416709594725
223064.0,1985,30,1.2545560715332014
223064.0,1985,33,669.2198242970609
223064.0,1985,41,0.017796571899414
223065.0,1985,3,13303.824879925392
223065.0,1985,4,164.2159897542128
223065.0,1985,12,921.8480413196409
223065.0,1985,15,12531.380603867996
223065.0,1985,24,0.954987740661621
223065.0,1985,25,3.045106684387199
223065.0,1985,33,352.5916873906275
223065.0,1985,41,0.0593828125610351
223066.0,1985,3,9371.517410912858
223066.0,1985,4,8554.54805528503
223066.0,1985,12,3215.052419246487
223066.0,1985,15,5637.801871912474
223066.0,1985,24,3.49964367712404
223066.0,1985,25,36.90236910955793
223066.0,1985,33,360.9032461750472
223066.0,1985,41,0.2675865830078125
223067.0,1985,3,6748.481259148817
223067.0,1985,4,11905.948887354782
223067.0,1985,12,5539.021417888914
223067.0,1985,15,2402.4043871340286
223067.0,1985,24,3.836815273620601
223067.0,1985,25,8.012561010742198
223067.0,1985,33,457.9681882540285
223067.0,1985,41,0.3623832203369134
224060.0,1985,3,2397.3132550707664
224060.0,1985,5,44.8213759077153
224060.0,1985,9,0.0196673922729492
224060.0,1985,12,8598.1264102842
224060.0,1985,15,566.9372379455095
224060.0,1985,23,0.0268191341552734
224060.0,1985,24,0.1921899263916017
224060.0,1985,32,1.230944914978028
224060.0,1985,33,1926.68213072414
224061.0,1985,3,17725.252848615037
224061.0,1985,5,14.46622745672604
224061.0,1985,12,5346.173119660913
224061.0,1985,15,515.1820168436917
224061.0,1985,23,0.0044692862548828
224061.0,1985,24,16.57092950439445
224061.0,1985,25,0.2332593170166015
224061.0,1985,32,0.1215565645751952
224061.0,1985,33,3874.760143605935
224062.0,1985,3,24479.234134380666
224062.0,1985,9,5.425161173034623
224062.0,1985,12,806.7958764357195
224062.0,1985,15,1433.7576734190816
224062.0,1985,24,3.945733094055163
224062.0,1985,25,0.0044664481201171
224062.0,1985,33,736.6349324668929
224063.0,1985,3,22704.43858735092
224063.0,1985,4,0.0258305067749023
224063.0,1985,12,116.62675347894272
224063.0,1985,15,2275.942380409964
224063.0,1985,24,0.2725569144897459
224063.0,1985,33,2322.684029961089
224064.0,1985,3,25819.54753798263
224064.0,1985,4,0.0489036229248046
224064.0,1985,12,116.84877899127308
224064.0,1985,15,1326.6325223510296
224064.0,1985,24,0.1341373259887696
224064.0,1985,30,55.47874361681955
224064.0,1985,33,38.277533889038025
224065.0,1985,3,21257.403742896226
224065.0,1985,4,0.1709251493530273
224065.0,1985,12,548.6484447381109
224065.0,1985,15,5439.290390257985
224065.0,1985,24,4.754526959167538
224065.0,1985,30,2.034122636901861
224065.0,1985,33,23.634420684020995
224066.0,1985,3,23300.47494026404
224066.0,1985,4,2.1865538666992146
224066.0,1985,12,338.7978635493115
224066.0,1985,15,3524.9875585271734
224066.0,1985,33,11.70500632269287
224067.0,1985,3,22816.41794578658
224067.0,1985,4,656.9860590059722
224067.0,1985,12,1357.7244688286114
224067.0,1985,15,2206.828015748332
224067.0,1985,24,1.578904820495605
224067.0,1985,25,0.0360601776733398
224067.0,1985,33,25.26351004998785
224068.0,1985,3,13805.527060220043
224068.0,1985,4,4837.322999720406
224068.0,1985,12,5224.310353804512
224068.0,1985,15,3020.072848027044
224068.0,1985,24,2.105355141296386
224068.0,1985,25,8.851126037841812
224068.0,1985,33,34.365032818359374
224068.0,1985,41,0.0192839729003906
224069.0,1985,3,11294.566964398338
224069.0,1985,4,8453.43068499813
224069.0,1985,12,3596.7653276503947
224069.0,1985,15,3211.617238600858
224069.0,1985,24,2.674912578796381
224069.0,1985,25,3.666070790588379
224069.0,1985,33,50.59772861523444
224069.0,1985,41,168.50567848009968
225058.0,1985,3,401.2238456335539
225058.0,1985,5,22.531530545043847
225058.0,1985,12,272.6967728745707
225058.0,1985,15,33.65865965148932
225058.0,1985,33,23.010127718078493
225059.0,1985,3,10004.840695576178
225059.0,1985,5,492.9780084627975
225059.0,1985,9,1.6178614240112317
225059.0,1985,12,7279.928942740004
225059.0,1985,15,356.1117044055715
225059.0,1985,24,0.1662611752319338
225059.0,1985,33,1761.5331963460412
225060.0,1985,3,14118.866261792558
225060.0,1985,5,4.713743762207001
225060.0,1985,9,200.04321379566096
225060.0,1985,12,5206.533536295638
225060.0,1985,15,502.7922228753592
225060.0,1985,24,29.833726696958628
225060.0,1985,33,6820.097436825695
225061.0,1985,3,24348.989359624597
225061.0,1985,9,0.0178753690795898
225061.0,1985,12,287.63243683868427
225061.0,1985,15,117.9767716854857
225061.0,1985,25,0.6551254582519533
225061.0,1985,33,2737.116723447954
225062.0,1985,3,25815.88266922903
225062.0,1985,12,139.39980975763152
225062.0,1985,15,602.3206768180505
225062.0,1985,33,906.875331799743
225063.0,1985,3,27155.88422398076
225063.0,1985,12,10.127892156616207
225063.0,1985,15,157.1108059696057
225063.0,1985,30,0.0169527682495117
225063.0,1985,33,97.96618613629477
225064.0,1985,3,26889.486615470825
225064.0,1985,12,50.24437633300781
225064.0,1985,15,226.58641289978303
225064.0,1985,33,192.0238458657823
225065.0,1985,3,26008.09957336319
225065.0,1985,12,669.9283182433048
225065.0,1985,15,253.9958021080324
225065.0,1985,24,3.326942559448253
225065.0,1985,33,341.8126789314016
225066.0,1985,3,25251.29863283892
225066.0,1985,12,1546.6454717269942
225066.0,1985,15,64.53194095788625
225066.0,1985,33,315.9034269962748
225067.0,1985,3,23651.28005655357
225067.0,1985,4,0.5526131030883795
225067.0,1985,12,1036.863929589657
225067.0,1985,15,2153.824868632674
225067.0,1985,33,220.8620190556047
225068.0,1985,3,24981.6512752733
225068.0,1985,4,19.9444647044068
225068.0,1985,12,612.4915889554048
225068.0,1985,15,853.3207872820317
225068.0,1985,33,458.852395133542
225068.0,1985,41,3.3147253450927785
225069.0,1985,3,22059.39914790241
225069.0,1985,4,3055.288765616817
225069.0,1985,12,861.497747828044
225069.0,1985,15,676.5030698330646
225069.0,1985,25,0.0208649299316406
225069.0,1985,33,94.1548328676149
225069.0,1985,41,33.502220056640496
225070.0,1985,3,2129.552010874996
225070.0,1985,4,16917.84817714008
225070.0,1985,12,2863.1960444483107
225070.0,1985,15,3855.919689239734
225070.0,1985,24,1.2070268886108364
225070.0,1985,25,12.770250878601091
225070.0,1985,33,8.066875935424822
225070.0,1985,41,750.7171460230375
226057.0,1985,3,2978.9044506541154
226057.0,1985,5,221.8803192241844
226057.0,1985,12,1914.3724214906676
226057.0,1985,15,40.62818385760494
226057.0,1985,33,343.67155824541805
226058.0,1985,3,22511.332320526795
226058.0,1985,5,84.67733377087201
226058.0,1985,12,1448.7756122310143
226058.0,1985,15,99.03116625677453
226058.0,1985,33,74.02742945361392
226059.0,1985,3,27071.95809167869
226059.0,1985,9,15.481588044372357
226059.0,1985,12,181.97236439526415
226059.0,1985,15,99.25852933581592
226059.0,1985,24,0.1412372044677732
226059.0,1985,30,3.0847862011108305
226059.0,1985,33,119.45534936431908
226060.0,1985,3,25713.46201953841
226060.0,1985,9,23.39654352026412
226060.0,1985,12,1210.3209148061865
226060.0,1985,15,273.88152835693444
226060.0,1985,33,277.8386276700477
226061.0,1985,3,19518.139784586125
226061.0,1985,9,198.72977310345988
226061.0,1985,12,4444.529364895485
226061.0,1985,15,745.8406682167176
226061.0,1985,24,2.0889813974609366
226061.0,1985,33,2583.005217241567
226062.0,1985,3,25393.987291464146
226062.0,1985,12,78.15191467889424
226062.0,1985,15,1310.8110658099472
226062.0,1985,33,681.3513502399713
226063.0,1985,3,26439.52068041042
226063.0,1985,12,98.50157355590818
226063.0,1985,15,265.0109694656996
226063.0,1985,33,618.1528171380592
226064.0,1985,3,26974.320883842916
226064.0,1985,12,179.09935513226378
226064.0,1985,15,28.4494003582153
226064.0,1985,33,177.02847564606031
226065.0,1985,3,27116.35474538597
226065.0,1985,12,52.26362317034892
226065.0,1985,15,19.775767404968267
226065.0,1985,33,90.32914683569328
226066.0,1985,3,26269.993219644894
226066.0,1985,12,832.5188823817481
226066.0,1985,15,34.822443504394364
226066.0,1985,33,42.814174304016
226066.0,1985,41,0.0547269411621093
226067.0,1985,3,24840.584159956383
226067.0,1985,12,388.2513156941016
226067.0,1985,15,1807.220517185224
226067.0,1985,24,9.319666983886709
226067.0,1985,33,16.652592113281155
226067.0,1985,41,0.6877956845092754
226068.0,1985,3,24763.43971388429
226068.0,1985,4,8.858310292968754
226068.0,1985,12,23.90185177130136
226068.0,1985,15,1957.3890834563608
226068.0,1985,24,8.313634881591808
226068.0,1985,33,7.535981319396951
226068.0,1985,41,161.40392659582614
226069.0,1985,3,21123.89193026624
226069.0,1985,4,3287.254951295535
226069.0,1985,12,43.74657358856194
226069.0,1985,15,581.0750377261263
226069.0,1985,25,1.604767452148438
226069.0,1985,33,18.47444555487061
226069.0,1985,41,1723.2343943999497
227058.0,1985,3,2714.533414083905
227058.0,1985,12,0.1616598300170897
227058.0,1985,15,0.6002715972290039
227058.0,1985,33,10.050510392517095
227059.0,1985,3,27241.76703304562
227059.0,1985,12,8.909067821777368
227059.0,1985,15,47.00253475738529
227059.0,1985,33,68.52427344995107
227060.0,1985,3,27331.29314765214
227060.0,1985,12,26.57160970300308
227060.0,1985,15,30.206510624328644
227060.0,1985,33,110.71931471142518
227061.0,1985,3,22222.99318286012
227061.0,1985,9,0.6093365821533201
227061.0,1985,12,1628.2034698267453
227061.0,1985,15,1922.8288857759424
227061.0,1985,24,3.359458149841341
227061.0,1985,33,1714.2117314592117
227062.0,1985,3,21943.33616759108
227062.0,1985,12,253.99629632806227
227062.0,1985,15,1186.126116592014
227062.0,1985,24,25.291382629639035
227062.0,1985,33,4056.114860915988
227063.0,1985,3,26689.59690986385
227063.0,1985,12,8.678727205566432
227063.0,1985,15,500.1855574379848
227063.0,1985,33,221.9765023971564
227064.0,1985,3,27139.06901456655
227064.0,1985,12,25.954918388732835
227064.0,1985,15,77.49395159820531
227064.0,1985,33,114.2101485794682
227065.0,1985,3,26956.620591983497
227065.0,1985,12,37.03411248712152
227065.0,1985,15,223.90125728686823
227065.0,1985,33,58.77589306188949
227066.0,1985,3,26071.2815197752
227066.0,1985,12,904.2753966364648
227066.0,1985,15,184.2668464600853
227066.0,1985,33,19.42892530096425
227066.0,1985,41,0.0202966675415039
227067.0,1985,3,23111.828881970025
227067.0,1985,4,0.2002769423217772
227067.0,1985,12,211.64964071301284
227067.0,1985,15,3569.01617146641
227067.0,1985,24,3.6312245278930666
227067.0,1985,33,161.13865050268612
227067.0,1985,41,5.904210417602557
227068.0,1985,3,25509.47628474066
227068.0,1985,4,141.42967963434268
227068.0,1985,12,225.6883480942385
227068.0,1985,15,824.7289029557531
227068.0,1985,33,49.33094945782501
227068.0,1985,41,178.62584363080057
227069.0,1985,3,20004.2818854428
227069.0,1985,4,2089.9894698471594
227069.0,1985,12,140.92923897717273
227069.0,1985,15,869.4155713557165
227069.0,1985,24,4.411936318359368
227069.0,1985,25,37.01457123303226
227069.0,1985,33,25.92760727337648
227069.0,1985,41,3607.904601278117
227070.0,1985,3,10192.356389494096
227070.0,1985,4,8174.468747748733
227070.0,1985,12,771.6275363308919
227070.0,1985,15,3785.287795038823
227070.0,1985,20,0.3545892759399408
227070.0,1985,24,11.551677429260266
227070.0,1985,25,91.53216015862964
227070.0,1985,30,1.1251365603637684
227070.0,1985,33,19.685314007812647
227070.0,1985,41,3564.609561116499
227071.0,1985,3,10321.290453698884
227071.0,1985,4,9125.766700539192
227071.0,1985,11,963.8287804919224
227071.0,1985,12,3086.374921439
227071.0,1985,15,2455.392477926755
227071.0,1985,20,0.0138160615234375
227071.0,1985,21,201.52018497404265
227071.0,1985,24,11.62623518237311
227071.0,1985,25,28.03369798944092
227071.0,1985,30,5.939895277954089
227071.0,1985,33,161.0662364010625
227071.0,1985,41,65.8029228459476
227072.0,1985,3,5300.880657133957
227072.0,1985,4,726.293039627428
227072.0,1985,11,9268.510737499586
227072.0,1985,12,3977.2280249865535
227072.0,1985,15,56.32532245660383
227072.0,1985,21,68.13061941778531
227072.0,1985,33,2239.490704042322
228058.0,1985,3,3933.7250937919207
228058.0,1985,12,22.092788071777555
228058.0,1985,15,3.7436867987060536
228058.0,1985,33,0.0723511771240234
228059.0,1985,3,25993.958950639888
228059.0,1985,12,1415.9892900589732
228059.0,1985,15,42.3535746451416
228059.0,1985,33,39.60150306494138
228060.0,1985,3,26727.26769369996
228060.0,1985,12,564.0950618981113
228060.0,1985,15,148.62908726850296
228060.0,1985,33,59.1902866501472
228061.0,1985,3,20708.84879302856
228061.0,1985,12,2035.121182174895
228061.0,1985,15,1513.108697029097
228061.0,1985,24,9.59421213671878
228061.0,1985,30,12.920588478332569
228061.0,1985,33,3212.621445108599
228062.0,1985,3,24288.68907763475
228062.0,1985,12,341.3748183198857
228062.0,1985,15,568.7726777725203
228062.0,1985,24,3.125860611511225
228062.0,1985,30,0.0321541448364257
228062.0,1985,33,2261.661300072853
228063.0,1985,3,25782.89988109928
228063.0,1985,12,14.909150123962489
228063.0,1985,15,909.9788203020474
228063.0,1985,24,6.926557581359922
228063.0,1985,33,706.1922460800706
228064.0,1985,3,26837.143629611677
228064.0,1985,12,17.19762915576171
228064.0,1985,15,79.25593487170451
228064.0,1985,30,3.990028094421385
228064.0,1985,33,420.79591615636747
228065.0,1985,3,26541.29960396197
228065.0,1985,12,624.9439714981357
228065.0,1985,15,66.95998898699938
228065.0,1985,33,44.03685739520254
228066.0,1985,3,26049.354754325566
228066.0,1985,12,818.8724451100808
228066.0,1985,15,67.05321117907697
228066.0,1985,33,243.86892573944365
228067.0,1985,3,26006.477873950967
228067.0,1985,4,0.057084977355957
228067.0,1985,12,263.40754661114505
228067.0,1985,15,736.9631010793481
228067.0,1985,24,1.0546337698974608
228067.0,1985,33,56.87247685034178
228067.0,1985,41,0.1907728663330078
228068.0,1985,3,24638.57440171011
228068.0,1985,4,20.89599788781732
228068.0,1985,12,193.0294464865105
228068.0,1985,15,2049.4960732901386
228068.0,1985,24,5.571635465209953
228068.0,1985,25,0.0349804256591796
228068.0,1985,33,11.957415338867188
228068.0,1985,41,10.576709956054623
228069.0,1985,3,13510.420447344735
228069.0,1985,4,7464.803584924335
228069.0,1985,12,1808.4483893028405
228069.0,1985,15,165.9948987455432
228069.0,1985,25,4.363080634887691
228069.0,1985,33,10.949182047180145
228069.0,1985,41,3814.718855189125
228070.0,1985,3,4845.348111211008
228070.0,1985,4,8455.87329157668
228070.0,1985,12,9070.954023470058
228070.0,1985,15,1665.3973811438166
228070.0,1985,20,0.0043442587890625
228070.0,1985,24,0.6339180988769564
228070.0,1985,25,3.941329555847164
228070.0,1985,33,2.506979903686521
228070.0,1985,41,2566.8635168153155
228071.0,1985,3,10233.469894548964
228071.0,1985,4,4221.104449726149
228071.0,1985,11,264.4085540402805
228071.0,1985,12,1311.2072959709992
