codigocena,cena,classe,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
217069,217/69,4,981616.436851835,957822.786052782,948655.01472955,887130.309058636,813585.675842295,780644.788473753,876192.63077692,875485.810916898,969903.791496752,837814.667553056,790945.451006651,826873.860379189,816506.487085546,908370.058072314,925342.36796167,1000712.59783024,1030283.59011959,928734.597614581,956008.014987887,994967.76038827,942133.990401591,954762.483501089,977752.347782668,995138.818659705,894978.240394618,847922.001714517,801423.39483874,779233.056455861,763345.324893616,809399.019834787,838654.263322057,923315.070625933,809827.774014025,809827.774014025,809827.774014025
217069,217/69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.161366685,71.8132379252,77.8186312541,78.0799722514,78.0799722514,78.0799722514
217069,217/69,12,247464.031692397,234217.201492265,243949.02145632,241628.086230765,255307.535332558,258628.675832275,300965.11029648,283167.276078185,273904.967238636,254308.427561499,236726.601665536,253947.766790916,236064.603741974,243651.401488344,251919.000195172,261705.25303957,263162.165554534,257897.024775113,255859.387905085,268132.739597824,266546.786165626,261780.73230022,252999.1463866,245061.44737717,263045.33863231,261238.451759836,269318.149358577,266498.357849798,274407.511852321,262272.488959063,262928.957118689,262443.71033133,255843.748965454,255843.748965454,255843.748965454
217069,217/69,13,4.0233310778,13.7526789063,8.960271991,478.801715205,65.2285668162,21.4069889099,79.7533655537,12.7926393616,18.0781804424,15.2225211941,91.6155731739,26.7076529053,47.5968258606,137.6102598267,2.4365654175,777.7837146329,236.5362522247,5.8301279236,30.7221266052,24.5823806604,97.0192579346,371.8478073541,14.6204224365,27.7691706994,0,20.1902099304,0.6962659607,11.0516158997,0.7830957275,2.9590437012,28.1287866266,1.6470151407,22.8484637972,22.8484637972,22.8484637972
217069,217/69,15,655027.976226287,653701.15746716,683225.941208055,705593.934293404,784096.516708098,807659.112375594,783037.249076255,759122.374932268,809220.578852635,828438.542510602,775629.469603967,822618.474446391,795939.311085182,837910.220933018,813874.555282135,804304.342645281,815363.390629731,853295.02944478,827341.92606082,777839.69424521,757773.189753824,752601.24225141,732914.400863617,789342.7745672,865309.116459635,875483.746718835,931897.930243011,971965.134598149,977659.785438664,932604.463484348,923925.970552665,872842.154529896,959623.101438953,959623.101438953,959623.101438953
217069,217/69,19,14285.9088116941,14182.959251469,27564.57086335,38135.0142086973,25177.0844718737,34372.5789698635,33141.6502346346,39125.4881422736,17126.3381472201,37852.9385640629,92350.2037816593,36077.7297715043,26778.5714706013,20237.4381360245,33356.0325697916,46318.6867356121,40030.5872716035,37494.1952899654,77726.5234293916,71709.2424557764,35891.8881984342,22221.5599526788,84142.7896548127,53110.0260293433,62022.1997148025,52013.1132770517,87093.5859024004,45471.0319203126,72163.8809356408,121377.257558307,90692.0785270404,59398.414451251,48078.5846878302,48078.5846878302,48078.5846878302
217069,217/69,21,283242.246578048,260718.881492399,189961.991305433,170938.439767593,230586.04552389,208731.482962859,171614.036718131,158800.964538501,134507.077010166,188782.537615276,156913.370655757,139580.345698065,157672.272016784,166802.610063901,143985.7632903,95204.2191771803,88383.1747442303,96936.6730127717,103050.093731329,104648.454134717,129438.907762207,131907.408081321,111378.235085099,108207.74139909,143587.158877615,120479.406868401,151982.387075777,163145.981038227,139458.426321969,124798.264510284,119834.613652819,130682.191194469,179095.009811093,179095.009811093,179095.009811093
217069,217/69,24,2053.8430488926,2321.3744047938,2250.9214216447,2798.6163654936,2527.1039265581,2358.0155205219,2374.361934843,2355.6433357816,2387.4277932987,2245.3267054508,2560.4087440405,2387.1244816093,2672.0996451787,2494.7253075266,2555.9493820827,2919.345637557,2767.7816450108,2807.48193972,2668.3995130705,2797.5182708387,2579.1473970062,2652.836948187,2893.9691838572,2932.922333719,2830.0950551305,2726.8232693844,2780.566091832,2504.7664230284,2810.596534864,3082.5451675046,3303.7146623254,3365.7085542164,3263.7084211436,3263.7084211436,3263.7084211436
217069,217/69,25,11286.4115693399,13046.2648915494,8867.9842685705,4515.441259392,7716.5543376812,7900.4227971377,7698.9497278979,14807.2656223045,13914.1554947539,13783.9651957849,8314.9534075385,9985.9536064634,4604.8754229732,20941.4499916246,11170.1785656679,11399.3255802796,7809.2366629878,6822.8902048394,12455.8990785422,5768.7503884443,6389.0148708019,6008.2160037818,4901.4948482232,10181.1371325738,7010.2297981769,6433.6126588415,17253.9711530775,6656.8341713214,13872.0723207376,14216.8066481325,6508.3595556631,5948.5490431055,9186.2887987449,9186.2887987449,9186.2887987449
217069,217/69,27,52.0755676002,584.8182682901,104.9666002078,61.9520180239,85.4184290274,80.09320124,79.5813687571,766.2346430979,56.2315934092,370.9192779724,640.6180011353,88.760030127,241.6080359166,93.6901375549,1411.6413150449,57.6972778745,45.9200498047,99.4181888794,72.5951705994,52.730546875,68.4146043678,63.810755719,53.6797375793,37.2923152097,49.643316269,72.0982749298,54.6355625793,671.902010279,111.9578571106,68.5020598267,64.2462189087,52.2582796066,54.2069290771,54.2069290771,54.2069290771
217069,217/69,30,0,0,0,0,0,2.9709384216,0,0,0,1.0486059937,0,0.7864546204,0.9612244812,2.8828398071,4.5397781616,3.4044548584,4.2778005249,5.1476961182,5.234917627,16.2866880737,1.7437479675,0,0.9603941162,0.4362269775,1.2215745972,1.5713396851,1.0469452515,33.0459182637,24.225938278,5.0535875427,4.9673330505,2.1767343994,5.0560012207,5.0560012207,5.0560012207
217069,217/69,33,2688.2694599637,2751.5241649971,2884.2459194535,2677.0553621293,2569.3984560052,2911.4846068461,2352.182641214,2490.0831333955,3390.6637953756,2908.8241649608,2468.5300609241,2313.1614055886,3608.3993107517,2521.8387997839,2785.7369772097,3739.7283420379,3820.1003675741,4081.8324944933,3005.2206794912,3425.8489718192,4660.9365499175,4723.2272253046,4884.3612710817,5603.0680869914,4865.8761624376,4872.9932966737,4569.1436442967,4120.1170212329,4563.2813029663,4687.7740960329,4673.9467942561,5365.1872729898,4378.2837891289,4378.2837891289,4378.2837891289
217070,217/70,3,107142.168337397,94637.6542540969,93087.7059717002,98625.9701344861,98311.6339635924,98355.3708079821,102293.038350994,100950.998108757,91164.0145975032,87820.9663257601,102901.367642467,94977.9036773771,116776.231002945,102817.341267424,111258.866933629,103259.11022185,93779.9768230986,92171.8302938775,88176.7165540705,84803.7273874672,79698.4376202366,81418.0152400063,99079.3526360653,100564.399123605,95809.1873784028,98304.4114971407,100759.300785944,92959.2315790462,89093.2559438591,88704.8058405199,87645.2936110097,84578.1440665042,98224.7447260555,98224.7447260555,98224.7447260555
217070,217/70,4,1159966.6857226,1178568.96531547,1169520.37258978,1153880.90009258,1172445.10449518,1178088.87949304,1146649.47544613,1139658.13087803,1110629.55333232,1087295.29720973,1093488.32275714,1077072.2386312,1089954.21749195,1086021.43734485,1084382.25578998,1071693.44892564,1065858.51885967,1048635.80390305,1024898.86281843,1037217.65582373,1037725.45291023,1060604.35011147,1075582.52892677,1071605.97431776,1046276.4466495,1045081.01349326,1047359.83128366,1026937.53753682,1015852.05023888,1000707.62400862,993871.482322146,978976.286160343,973008.257483048,973008.257483048,973008.257483048
217070,217/70,9,399.1622960886,1229.0892214814,1343.3894563003,1347.6532457983,1446.764794532,1401.5758788273,1781.1029465475,1637.5997489841,1353.8736475562,1383.8178438385,990.9871366048,634.6272410514,408.1672670809,170.1710371213,406.1118736046,316.7210347986,58.3154271118,72.5629566992,22.8998039612,25.6772460999,262.1187338013,757.5095605957,1665.9889987793,3341.8525312334,3823.9825858396,4273.7643337051,4297.4281569016,4665.0956061136,4705.0760022995,4567.3946065963,5152.280538475,5304.5902477987,5328.1001751669,5328.1001751669,5328.1001751669
217070,217/70,12,6298.6665855809,7701.9203383751,4356.1980236634,5805.983873026,5517.080716671,7393.5972567263,7977.1816342502,7073.0691942475,7852.4265399454,8876.5370087364,7779.714706172,8540.3108932009,9122.8642705042,5930.4268362164,6255.6183682652,7013.1953195407,7472.383915272,7895.8496796524,8086.649339857,9884.4038999238,8044.3254390061,7938.1732493335,7826.3223619757,8382.9605797557,7854.6616213945,8003.248865971,7891.6323193841,7661.8834550845,7810.539013143,8078.9622285888,8787.4198415822,8329.8953818698,10479.5422410307,10479.5422410307,10479.5422410307
217070,217/70,15,1107148.99417865,1110209.67262806,1179764.53741152,1180409.41638581,1166422.47288296,1142429.74651267,1164513.80858234,1182709.32123328,1234737.99660671,1241326.82614575,1262017.28523265,1293515.19882224,1284387.66067322,1321472.7320292,1332929.07434822,1365654.15025255,1384462.93332921,1404854.64622037,1425393.92562341,1393577.42278862,1377771.72404154,1347102.93229939,1310220.39092991,1302092.0841066,1321772.9720005,1344117.56097722,1353666.22298215,1382731.44344572,1402248.700003,1413204.14270609,1397207.715813,1372050.58404086,1370947.36578279,1370947.36578279,1370947.36578279
217070,217/70,19,3425.17583163,1118.9471079116,3981.9642345845,5541.6443791666,10266.3594242882,6534.9496059173,8271.7526014242,9198.9227932611,6117.7373766548,7711.5871326913,5665.1201893835,3621.7288139333,7644.2659982407,9023.423423387,7795.1587065164,7308.1818735165,9444.0985316965,7546.194902626,10503.0119203089,20749.1691640004,3887.6514437139,4720.5935437375,10707.17107523,11067.490275312,9268.7410101715,8793.4361794299,10475.5051500652,9135.4520982916,12415.0443345861,12176.0213724088,10318.7898315038,10410.8619410575,12452.9630083324,12452.9630083324,12452.9630083324
217070,217/70,21,253723.15884234,244834.324457448,194366.975242731,198462.920036555,189962.246537505,203336.025280873,206836.668748913,197513.45103452,190779.657882613,199922.937837623,168474.124220461,155596.30838683,134107.474533292,113101.501087801,99107.2497966535,83893.4154865809,80065.6369820865,78712.7067618741,83900.3702928463,90402.320617692,130570.178414549,133272.602597285,132953.164525726,141570.988582913,156070.896066619,134998.473950469,120562.295643193,121917.93040056,112823.294723183,110529.010464544,137730.390833503,178817.467977503,173142.380470951,173142.380470951,173142.380470951
217070,217/70,24,4981.1817099213,4570.7053687407,3986.8848077762,3825.7814496199,4255.7039062058,4081.4908779372,4807.7887596731,4842.0813143693,4563.6737139989,4637.8778613731,3946.9114977601,4615.1025760152,4666.0609620145,4614.4385644799,4695.7029511726,4926.7910600263,4870.4692226931,5341.5869822739,5167.17424401,5537.5342465473,5208.8953954675,6050.222924177,6003.4363785137,5221.1298716758,6494.3723636334,5885.8048468182,6177.1630636604,6111.7871317875,7092.1448215104,7373.7256917327,7082.5576729039,7575.3190193801,6885.4497709177,6885.4497709177,6885.4497709177
217070,217/70,25,12602.0419870473,14815.0606164377,9276.5357722362,10822.2063346992,9531.3102696447,13159.6108934583,13288.7916155749,10643.6573706438,8418.7642544322,17855.0051152302,11729.5770314435,16902.9236167123,7226.9362106559,14097.5442163066,9103.4758991732,10343.7330385273,8539.4775025395,9188.4667470452,11573.7644393485,11230.2785685756,11283.790426619,11622.3346424984,9141.400426425,10577.7203754553,9061.4765973497,7594.3391351829,6104.913688124,6176.5434803928,6279.5783509703,10459.8684242391,7696.6257970075,8392.0139667495,6392.1337727479,6392.1337727479,6392.1337727479
217070,217/70,27,65.4037260193,62.761503882,62.8694728821,70.4162400574,257.0050085083,91.69270271,102.3299646545,500.5957308411,63.3295182129,69.2195037842,179.4780536438,61.4955497375,285.009779718,56.4607837036,54.9109860718,44.6029686096,45.3924041565,53.8934985962,65.4940868042,61.687775824,58.2104353882,55.3577883972,56.9114808899,64.5310744202,63.2349372925,59.0740497437,60.8129248291,58.9902680115,52.5842787659,57.2557982666,62.1122345093,60.8897367302,64.7087999207,64.7087999207,64.7087999207
217070,217/70,30,66.8881664124,53.5280459595,57.3451487732,91.6137336121,87.102476416,106.2752892273,58.9936898071,38.432465979,75.0433800415,112.9560078674,108.4449617859,95.5178163879,55.3495869263,156.0724688782,123.3664974121,107.9237325623,96.6455580505,109.6589529663,132.7330321289,113.0419317322,139.7580622437,95.5160499146,111.2932355713,112.9044260559,119.038313446,147.6416473877,183.9456232422,242.1804795715,213.1587593201,206.2382841614,201.6218053772,214.367252533,194.33564375,194.33564375,194.33564375
217070,217/70,33,5369.3272546056,3386.2257804269,1384.076506274,2304.3487328521,2686.070162753,6209.6400388194,4607.9222979283,6422.5947653543,5432.7837883094,4175.826645901,3907.5212087842,5555.4986135686,6554.6168616642,3727.3055788316,5077.0624875097,6627.5807240458,6495.0060826065,6605.6537391519,3267.2524830068,7585.9351879518,6538.3117154274,7551.2466313407,7840.8936622812,6586.8193733267,4573.8451139743,3930.0856618537,3649.8030170047,2590.7791567545,2603.4281686635,5123.8052124018,5432.5643371728,6478.4348468681,4068.8727634856,4068.8727634856,4068.8727634856
217071,217/71,3,1063456.7637165,933337.346714874,927061.187634699,1032592.06990069,1049849.0899337,1098903.08217225,1066121.55380295,1019883.15073287,963021.699932145,930948.971994151,1010735.04702179,1014709.10220571,1081407.73748131,995201.639518357,942363.557445496,919805.451576877,893180.124312289,876709.793152332,895494.269315632,984870.343455281,971207.807375991,991087.43686283,1031113.66709128,956404.841412436,975437.548139742,993885.19963553,985932.972983751,914886.480270117,895464.828173214,888113.803608618,863919.782534564,866549.556604174,967627.738829434,967627.738829434,967627.738829434
217071,217/71,4,454895.328795916,594437.423132199,575199.092907443,573550.720899219,603470.545595976,577487.23736779,573366.259206661,633376.668172457,655101.271531787,682667.771777101,675623.395589784,652276.408462459,639296.649313569,702434.03363567,736923.540250528,732202.34835661,752105.860965571,739569.235844744,696401.151155226,650786.617052669,628217.065992768,615830.362777352,599608.516641613,642182.62899655,608442.917289074,602922.363368693,634215.345309565,661796.646612242,617190.00758341,598190.98214057,592933.016671541,580096.760356156,506398.928509985,506398.928509985,506398.928509985
217071,217/71,9,40019.1716699124,65919.9673125259,71324.9008141913,73388.7766398545,72215.324905418,73947.7885458628,96081.8949455215,94242.8909234034,86434.5846026675,88671.0656034342,75844.6988581118,60703.1829606195,50398.3335048916,45727.5451796411,39769.6152062954,36293.3010307004,31796.4193053539,24660.8257140986,19800.1798467047,21930.5158357851,27289.3475261116,39118.2672874438,46788.9875715317,50910.4714623055,58842.9717046708,72841.1102946586,72958.8416106492,92017.716609183,104585.864337061,102240.176941374,108386.04392695,115998.20583437,117163.589471596,117163.589471596,117163.589471596
217071,217/71,12,24865.857066449,37593.5268786691,27359.724012341,33361.1927785758,46736.2997398239,35736.6699173048,41909.7400919191,36424.7090118298,33605.3815186764,41286.8231846161,34654.8865549429,36499.1044894208,39435.4134061531,57322.3807809389,35170.1825007748,41954.7757630133,41474.8114999964,37252.1170830413,42387.3884230571,39068.4105020567,35407.9228252045,35305.9133344621,28622.2254006389,33557.9069799725,36738.3732174145,35953.8162343005,35812.5762945847,40538.1296195715,48444.099366542,40252.7266367327,30169.3204703162,28775.2829224785,32078.3833880098,32078.3833880098,32078.3833880098
217071,217/71,15,626650.111756373,615831.255856057,576840.777562797,529495.048734243,474942.098726284,423327.851765031,445368.945568947,501383.507165495,535527.465480164,537098.016542314,542377.228138375,542873.725233428,512292.852133586,501052.407606734,496805.950506349,515870.168779619,532044.780146881,537003.345565797,552809.323492203,510560.21110224,481123.793645272,475438.172240427,470492.722696046,472540.481299212,497858.657773813,508719.995032121,513057.448236665,536616.533143617,593451.09624797,612088.039680676,619030.928906804,595996.501083422,597420.890143896,597420.890143896,597420.890143896
217071,217/71,19,0,0,0,0,0,0,0,0,0,0,5.5228175964,1.4669799744,0,0.6903689331,0,0,0,0,0,0,0,0,0,0,0,0,4.2283718201,0.949272345,0,0,0.9492572693,0,0,0,0
217071,217/71,21,376306.979501444,356427.684555124,416176.312951486,366102.499670039,364724.7404178,397375.509465617,384633.771916495,329994.243050495,335599.863694234,321334.037067418,276548.379813013,305261.4220428,285915.635894428,310541.227946076,349783.870707017,365898.238481855,362598.045012597,398141.974278235,402428.336522777,392994.199549935,464590.603888333,441544.189030781,432449.672275222,453938.547725278,433438.778053294,396595.536244722,373950.103375855,374246.415628421,357540.566075907,373141.721515038,393575.7687681,423612.436899237,400595.419668197,400595.419668197,400595.419668197
217071,217/71,24,2587.3912888367,2628.1853159084,2651.2368993493,2562.4352774353,2624.7515641907,2740.310040332,2664.047025603,2638.467267059,2860.8424655386,3034.2300684297,2995.58927781,3092.2290179007,3300.6944613369,3227.1653998872,3230.2884594901,3408.1582571653,3434.8332725618,3596.0634696313,3596.9064615207,3548.3604477932,3690.5099079041,3593.0041093226,3681.7372529634,4035.2952389984,3940.6664796743,3848.7822536892,4121.810070519,4063.0393562768,4029.2773785573,4059.9699474965,4170.9435761964,4092.4481520169,4238.3772352405,4238.3772352405,4238.3772352405
217071,217/71,25,51076.3200558538,33931.2165271177,43598.1563725994,28792.1292848152,24073.4888257489,29805.8958312377,27851.7991017308,18502.5664729772,24516.6607089551,31434.4000704796,18337.2368409572,21629.2867599336,23275.4656138566,21913.3076723147,24829.6578857986,21351.6362668141,20091.9371574778,20136.7074525098,24300.4279735112,31449.2001892437,24754.09941474,33559.4504703839,22598.4653894739,22433.4402369262,21421.4886379028,21565.6946542333,15811.0353089954,12661.7823903816,16564.9691785465,18742.8316623064,26065.0558635723,21184.8913525969,12544.1372446047,12544.1372446047,12544.1372446047
217071,217/71,27,64.5382833008,54.9920907898,56.7097213501,57.406850769,55.6718400513,56.9672983887,61.524636261,62.2147009155,57.223895636,57.7406003052,60.2420688232,69.0874363586,64.274514032,63.5072295471,60.1547742798,56.6214659119,49.0026630844,48.9993342514,50.0759983887,58.263330835,56.0294432556,60.151290979,59.5544467896,52.5851354736,54.1277548767,59.4704014771,56.6271747437,57.060494519,61.9686218567,61.7922794617,57.8325317261,55.9296392334,48.9617676636,48.9617676636,48.9617676636
217071,217/71,30,9.3815401672,42.8590639099,41.1369548767,25.9046391602,58.180125293,45.0984645142,20.9140795593,8.692131897,29.2625132019,26.8527271484,12.9105475342,32.5335726257,27.370188562,44.324793219,28.4845749451,28.5770531494,31.7570853333,34.6821010315,49.6601856018,36.8385623718,47.0795185608,37.3507085327,35.0256740784,45.2697307495,38.6396578796,37.5221466675,38.8905108154,55.7631688049,49.7303463135,42.3390332214,39.7631970703,37.6143718628,45.9609863647,45.9609863647,45.9609863647
217071,217/71,33,2717.7904548981,2445.1766824604,2340.3982984728,2721.4494548182,3899.4424553312,3223.2232613191,4569.183753978,6132.5245002418,5895.3777866127,6089.7244941917,5454.4966008258,5502.0849683526,7235.2076178889,5121.4039982992,13684.3318186098,5780.357097887,5842.0627084421,5495.8901338862,5331.9147549838,7346.6741014005,6265.3745914539,7075.3360170619,7199.0596899478,6548.165911699,6435.4654212538,6220.1438635234,6689.7548816065,5709.1175641162,5267.2268202,5715.2506840805,4300.228425457,6250.0069139959,4487.2468845812,4487.2468845812,4487.2468845812
217072,217/72,3,1008599.83155839,1050418.42077653,1051078.17904521,1036316.5277714,1020096.31688521,1102518.96368239,1095588.21554103,1026518.26420684,1045317.00787996,1037970.32408247,1057032.14274286,1057569.33595465,1052682.95325783,966010.348830266,905831.431278548,904832.554396343,899316.77328544,910502.573145419,923109.929124502,972869.327429213,944859.504467661,975309.978833772,1003661.60814226,950974.135886645,942588.094358353,958858.232303449,993595.885658962,943862.958311472,907841.814308748,899868.191250725,853712.050547009,840389.368493605,925123.464045888,925123.464045888,925123.464045888
217072,217/72,4,321092.304760164,292522.918372525,275678.470480478,286906.377036651,272758.164569166,233549.550036472,258257.390465449,289456.943017865,325339.12868457,285677.096945939,300010.929327831,311406.724139674,269402.757757971,247692.44428241,251977.87682207,311799.774977523,332218.840733186,337042.611374708,314007.764829366,318054.313376935,307200.306461098,317831.12997556,305833.270575603,302613.207831429,307706.905842456,270525.857692148,257954.41641141,244469.668814935,227989.413702357,211084.593261471,210517.689301993,247316.232088534,250600.238278787,250600.238278787,250600.238278787
217072,217/72,9,28634.0994486854,40033.9876995297,60798.6014094808,59577.4614883058,63251.5778830282,53055.0096947479,62002.5493970688,60758.1606348902,56387.1722606476,59035.9617018205,57310.1398541452,54099.5098560121,54087.5476119992,50443.3487227081,48836.7077202956,46422.548689215,46502.0600594679,47953.8005529505,48489.1502750089,49116.8753049115,50410.584613351,57189.1224292258,65050.3001711832,77529.1556730669,86296.33152043,91020.2940430013,92952.6454777126,107144.703849413,116490.843722855,116215.042828189,120374.128232663,125118.017157444,126217.623528717,126217.623528717,126217.623528717
217072,217/72,12,26600.9370355818,19913.873748523,19686.1500896446,58696.949538641,74242.385430171,17722.2526818209,20090.6584821965,42516.6567219029,20341.5302585233,14607.6553114614,29116.9320737582,40947.8746749082,38189.0619513863,97810.7765991736,31649.5524336342,30149.8183538273,31927.1717645604,20603.1260408596,37615.0962332319,21134.7430315702,28919.7351191259,25372.892948298,17667.8588577904,16502.979060675,10661.6816527515,26496.6156342164,15329.7158346793,31148.5796505047,95256.5748364876,64133.458432599,62994.7286136089,14280.1446506072,17545.1305954305,17545.1305954305,17545.1305954305
217072,217/72,15,516125.677545317,525471.69161613,502681.758651618,482735.395467603,490664.863556166,496204.183275593,494536.380125414,506412.257049208,517186.959007747,529072.055290284,524960.949247107,552103.631225471,578960.350677335,600542.964536059,624183.473361937,652120.903146851,642707.163106249,635344.563742587,630711.593012406,597105.087739085,557519.983327974,546145.126149984,547181.978324174,546031.236193773,537495.931147182,547180.892132513,555174.673392581,578743.825734356,618926.34085398,636349.677890732,649319.465094758,633796.709515797,619598.183460861,619598.183460861,619598.183460861
217072,217/72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7949932739,0,0,0,0,0,0.4262324829,0.4262324829,0.4262324829
217072,217/72,21,709102.013456925,682075.624105843,699784.731408107,684222.739047139,679289.66637872,706230.407586224,680455.503597927,683813.069610114,645054.717160149,683006.00024814,641274.657829011,591634.040404596,609779.646828272,642935.330271893,696343.2938846,665165.741543205,658185.294015144,658955.819487858,651545.694052624,648284.069073598,718451.145182039,681800.079339064,661365.533601871,707347.221375903,715029.566300895,705416.878524236,685100.811678974,696220.423131482,634446.339029412,670238.127357679,704789.967894933,734537.244539501,664578.997316054,664578.997316054,664578.997316054
217072,217/72,24,3401.3125345276,3369.8125439026,3394.1130944092,3412.2487330445,3509.2444424377,3462.7334498047,3386.6446305237,3491.3528293762,3735.2027617859,3682.8199164429,3590.6706173401,3844.228815979,4079.7468182922,3738.68205896,4452.6603234497,4104.1938928345,4650.6299109009,4736.7266438843,4707.9614976502,4742.1883878357,4334.4138459229,4451.6775892517,5115.9575882446,4992.4368868774,5471.0452468018,5570.6711059204,5328.7271356567,5211.4415952515,5228.6279233399,5930.3117432983,6074.0470524048,5608.2288029358,5917.2170463562,5917.2170463562,5917.2170463562
217072,217/72,25,4758.9310772615,4785.6372923492,5299.5862074984,4799.8014906747,5791.3162345154,5207.4838704117,3424.3745845215,5074.5220495167,3768.8514383439,5255.3638412394,5344.5068389916,6685.1504516507,3108.4623371223,7823.4603027089,6531.0949655415,4531.5904728246,3352.5297192365,3419.1822203425,4149.8403249273,6455.9903013145,5941.7776170914,4760.5985864662,4150.1791606606,4741.6213888323,5228.0923139009,5242.0501707719,4929.62194902,3506.2833168486,3797.176282683,3587.9416489574,4397.1569966245,3838.6139742054,2403.7321284546,2403.7321284546,2403.7321284546
217072,217/72,27,61.5947300354,56.6613095703,52.2969920654,53.0727068298,61.2798386536,57.5842751526,58.874613623,59.0544243469,55.29420354,55.9709252869,53.2375293701,61.1025406555,65.2014680481,61.4213878723,54.5118746155,52.2898924011,52.1993265,52.3663658372,52.7222934448,61.3493127625,55.6289160706,53.6677996826,53.4966554871,50.061193419,49.3873604553,47.9463386719,50.0777390747,52.5527611755,53.3995847961,51.8591778137,51.7753393616,56.7204129517,59.7551731142,59.7551731142,59.7551731142
217072,217/72,29,387.356626192,470.7884477752,419.5574135284,454.3740243194,560.2950998044,738.4024929741,1105.7309652645,742.9382671492,497.1338473406,502.1729222383,471.5388626428,506.6010664025,818.5629093365,583.9676887411,488.2466289807,480.1684673413,467.7530604967,500.0541845442,562.0681562768,599.7720722952,750.7391379421,460.2044116914,465.5062334039,446.3993773704,620.030346628,470.4771390464,558.6381339377,848.7629657645,543.4031579395,735.0693057759,433.483847079,421.6914343815,433.8548079106,433.8548079106,433.8548079106
217072,217/72,30,0.4274556274,4.360054126,4.3600508301,4.5310359314,4.0180767517,4.0180538879,1.6243328247,0.9404026489,1.6243329468,1.1113851929,1.1113851929,1.2823665161,1.8807386353,2.3082217651,1.7954312134,2.3097332031,1.7952844727,2.7370407471,2.5660555359,1.7100882568,2.6518492859,2.13845,1.9680990479,3.2521308533,1.5390395264,6.2428464294,21.1369880493,13.1713064514,13.5994952271,17.9586150024,22.1462011292,24.022129303,20.439618219,20.439618219,20.439618219
217072,217/72,33,3823.2183650037,3463.9286269594,3709.8997508724,5408.2262532146,12358.5761991361,3837.1154942887,3679.7578578989,3743.545379921,4903.082758215,3721.1720232193,3420.888285496,3728.2230972239,11411.5322375061,4942.6516911776,52237.0598688647,2925.8110281818,3205.4943281162,3474.1437940104,7633.3187387853,4162.2784759902,4141.2340561834,9211.0880807711,12040.0471840335,11355.9975949194,11439.0994643979,11751.5466633677,11589.5592004279,11365.3331560677,12000.1716958944,14375.4730814805,9901.0654721451,17200.7113944924,10088.6423614911,10088.6423614911,10088.6423614911
217073,217/73,3,707910.385224049,697705.074586259,694956.456364346,695525.716113208,699998.023319965,708543.324403472,708085.431080978,702330.897345745,681015.709191951,679809.086554806,677511.483404543,690707.15366016,676127.454188708,667489.637106368,649033.515135404,651968.009201408,649484.332815723,668777.698714546,681148.824654684,684799.411643952,684165.444699891,698043.84777623,706846.960697832,693323.281440119,699835.310047465,703578.487547994,709779.220150351,711964.490814045,701349.367699264,692329.164363572,665740.230843867,646810.273287245,646339.813066352,646339.813066352,646339.813066352
217073,217/73,4,4207.2389701218,3169.3209583651,2959.8388463859,3293.0593196068,3260.7434209739,3267.1203086667,2757.7057307264,3079.9974650352,4795.3818656675,4180.4006041489,3554.0693659246,3464.7042072145,4520.0463761326,4168.6509460668,5466.6531751947,4563.7946476494,5254.9214942105,5723.5896690971,6180.8116862115,4655.5234947586,4405.6225219033,5061.8687015834,4436.7924062745,4390.4900482878,4950.2739623742,4519.7277345435,3806.8067573158,4150.4798870904,4558.2785092467,6387.068104664,7268.6881352511,9198.7948813564,8162.1723895268,8162.1723895268,8162.1723895268
217073,217/73,9,12407.0424094661,16872.6699878285,31063.3674754237,30693.998246685,33538.015631735,32416.0859494304,40044.5282461934,43017.5203444275,45979.7932857129,52869.4357771843,53627.651188891,52189.9379888311,55035.7314146902,53945.1164190648,52463.6862133583,52735.2536262031,52962.0590832104,52268.566744205,49221.0091203294,48127.330801268,46885.6722188738,47565.6554692293,49480.1752064332,51561.530649778,54203.0206437108,56566.3678798915,60429.1927537732,63247.1999744776,66521.293416423,62729.3580873765,68274.2021514037,70986.2500366544,73692.8426347413,73692.8426347413,73692.8426347413
217073,217/73,12,3339.2418272941,3496.4316116331,3418.5982361795,3947.5488211319,3974.3876602018,4098.4400746163,3340.4324058921,2811.8707174399,2986.4119389591,3340.1624873823,4316.6834225596,3585.5885794845,3353.4302063129,5425.5991830464,4918.8801596845,4583.0098349338,4799.672526415,4496.1012688295,4611.8706343621,4102.4729036428,4728.1445009182,3386.610890419,3883.8545706539,3354.1576456681,3221.5341070836,3277.7129265485,2699.8909188318,3747.2846398336,6095.4918698932,4452.7213605174,4850.9298863952,5311.8052220041,4243.3277980307,4243.3277980307,4243.3277980307
